dataset,model,seed,rank,edge_indices,edge_names,order,is_true_edge,coefficient_norm
imbalanced_pair,l1_pair_triple_full,23,18,4-9-12,x4 x x9 x x12,3,False,0.0044653577228114
imbalanced_pair,l1_pair_triple_full,23,19,5-10-15,x5 x x10 x x15,3,False,0.0032546905126072693
imbalanced_pair,shil_pair_triple_k8,23,1,0-1,x0 x x1,2,True,
imbalanced_pair,shil_pair_triple_k8,23,2,2-3,x2 x x3,2,True,
imbalanced_pair,shil_pair_triple_k8,23,3,4-5,x4 x x5,2,True,
imbalanced_pair,shil_pair_triple_k8,23,4,4-8-13,x4 x x8 x x13,3,False,
imbalanced_pair,shil_pair_triple_k8,23,5,4-11,x4 x x11,2,False,
imbalanced_pair,shil_pair_triple_k8,23,6,3-10-12,x3 x x10 x x12,3,False,
imbalanced_pair,shil_pair_triple_k8,23,7,9-10-13,x9 x x10 x x13,3,False,
imbalanced_pair,shil_pair_triple_k8,23,8,5-7-15,x5 x x7 x x15,3,False,
imbalanced_pair,l1_pair_triple_full,37,1,0-1,x0 x x1,2,True,4.968353295630073
imbalanced_pair,l1_pair_triple_full,37,2,2-3,x2 x x3,2,True,4.437011989175053
imbalanced_pair,l1_pair_triple_full,37,3,4-5,x4 x x5,2,True,3.4726641046771425
imbalanced_pair,l1_pair_triple_full,37,4,5-11,x5 x x11,2,False,0.2487777349877957
imbalanced_pair,l1_pair_triple_full,37,5,2-4-11,x2 x x4 x x11,3,False,0.23842700415382118
imbalanced_pair,l1_pair_triple_full,37,6,0-12,x0 x x12,2,False,0.23049949466680103
imbalanced_pair,l1_pair_triple_full,37,7,1-12,x1 x x12,2,False,0.22290945485328112
imbalanced_pair,l1_pair_triple_full,37,8,3-8-11,x3 x x8 x x11,3,False,0.217409423007219
imbalanced_pair,l1_pair_triple_full,37,9,4-9-15,x4 x x9 x x15,3,False,0.20440591774568434
imbalanced_pair,l1_pair_triple_full,37,10,1-5,x1 x x5,2,False,0.19617353675492805
imbalanced_pair,l1_pair_triple_full,37,11,2-6-13,x2 x x6 x x13,3,False,0.19507622710556197
imbalanced_pair,l1_pair_triple_full,37,12,0-8-10,x0 x x8 x x10,3,False,0.19307593118494895
imbalanced_pair,l1_pair_triple_full,37,13,0-9,x0 x x9,2,False,0.19272430482249056
imbalanced_pair,l1_pair_triple_full,37,14,0-10-14,x0 x x10 x x14,3,False,0.17957901480234545
imbalanced_pair,l1_pair_triple_full,37,15,6-9-14,x6 x x9 x x14,3,False,0.17329763446117746
imbalanced_pair,l1_pair_triple_full,37,16,2-14,x2 x x14,2,False,0.17305460455284594
imbalanced_pair,l1_pair_triple_full,37,17,3-6-11,x3 x x6 x x11,3,False,0.1678541145537341
imbalanced_pair,l1_pair_triple_full,37,18,3-5-11,x3 x x5 x x11,3,False,0.16685798169225527
imbalanced_pair,l1_pair_triple_full,37,19,6-10-14,x6 x x10 x x14,3,False,0.16465007178284558
imbalanced_pair,l1_pair_triple_full,37,20,0-7,x0 x x7,2,False,0.16248437652487588
imbalanced_pair,l1_pair_triple_full,37,21,7-8-9,x7 x x8 x x9,3,False,0.15618058318220476
imbalanced_pair,l1_pair_triple_full,37,22,6-9-13,x6 x x9 x x13,3,False,0.15382721106090871
imbalanced_pair,l1_pair_triple_full,37,23,4-7-10,x4 x x7 x x10,3,False,0.15298255702266814
imbalanced_pair,l1_pair_triple_full,37,24,1-9-10,x1 x x9 x x10,3,False,0.14903955398149668
imbalanced_pair,l1_pair_triple_full,37,25,4-12-13,x4 x x12 x x13,3,False,0.14523629901155924
imbalanced_pair,l1_pair_triple_full,37,26,5-13,x5 x x13,2,False,0.1445691820958912
imbalanced_pair,l1_pair_triple_full,37,27,4-6-12,x4 x x6 x x12,3,False,0.14294697348829946
imbalanced_pair,l1_pair_triple_full,37,28,5-7,x5 x x7,2,False,0.14260772137864622
imbalanced_pair,l1_pair_triple_full,37,29,7-8-10,x7 x x8 x x10,3,False,0.14233063233638307
imbalanced_pair,l1_pair_triple_full,37,30,2-12,x2 x x12,2,False,0.1411603106733862
imbalanced_pair,l1_pair_triple_full,37,31,2-8-14,x2 x x8 x x14,3,False,0.13500832522545414
imbalanced_pair,l1_pair_triple_full,37,32,2-10-15,x2 x x10 x x15,3,False,0.13127661324644008
imbalanced_pair,l1_pair_triple_full,37,33,0-11-14,x0 x x11 x x14,3,False,0.12915568121099347
imbalanced_pair,l1_pair_triple_full,37,34,8-10,x8 x x10,2,False,0.1287964366633585
imbalanced_pair,l1_pair_triple_full,37,35,5-6-12,x5 x x6 x x12,3,False,0.12800476737272937
imbalanced_pair,l1_pair_triple_full,37,36,4-13-14,x4 x x13 x x14,3,False,0.12684696195953263
imbalanced_pair,l1_pair_triple_full,37,37,7-11-14,x7 x x11 x x14,3,False,0.1260242487583778
imbalanced_pair,l1_pair_triple_full,37,38,0-4,x0 x x4,2,False,0.12170452276870761
imbalanced_pair,l1_pair_triple_full,37,39,8-10-13,x8 x x10 x x13,3,False,0.12051446696799072
imbalanced_pair,l1_pair_triple_full,37,40,0-6-14,x0 x x6 x x14,3,False,0.12024945853090857
imbalanced_pair,l1_pair_triple_full,37,41,2-11-15,x2 x x11 x x15,3,False,0.11807957373354168
imbalanced_pair,l1_pair_triple_full,37,42,4-6-9,x4 x x6 x x9,3,False,0.11756719000082864
imbalanced_pair,l1_pair_triple_full,37,43,1-2-15,x1 x x2 x x15,3,False,0.11704470932376304
imbalanced_pair,l1_pair_triple_full,37,44,4-7-14,x4 x x7 x x14,3,False,0.11537419658768262
imbalanced_pair,l1_pair_triple_full,37,45,3-6-7,x3 x x6 x x7,3,False,0.11315482727082725
imbalanced_pair,l1_pair_triple_full,37,46,3-4-11,x3 x x4 x x11,3,False,0.1124237846029677
imbalanced_pair,l1_pair_triple_full,37,47,9-11-13,x9 x x11 x x13,3,False,0.10931623204446247
imbalanced_pair,l1_pair_triple_full,37,48,2-7-9,x2 x x7 x x9,3,False,0.10892161089155603
imbalanced_pair,l1_pair_triple_full,37,49,1-4-9,x1 x x4 x x9,3,False,0.10402593983602543
imbalanced_pair,l1_pair_triple_full,37,50,0-12-13,x0 x x12 x x13,3,False,0.10382843446570965
imbalanced_pair,l1_pair_triple_full,37,51,0-2-11,x0 x x2 x x11,3,False,0.10171201426066319
imbalanced_pair,l1_pair_triple_full,37,52,9-12-15,x9 x x12 x x15,3,False,0.09569246990415037
imbalanced_pair,l1_pair_triple_full,37,53,2-11-12,x2 x x11 x x12,3,False,0.09496460130438192
imbalanced_pair,l1_pair_triple_full,37,54,1-2-12,x1 x x2 x x12,3,False,0.09291255391062901
imbalanced_pair,l1_pair_triple_full,37,55,0-1-5,x0 x x1 x x5,3,False,0.09163629128173043
imbalanced_pair,l1_pair_triple_full,37,56,0-13-14,x0 x x13 x x14,3,False,0.08972279473263516
imbalanced_pair,l1_pair_triple_full,37,57,9-13-14,x9 x x13 x x14,3,False,0.08853598842792554
imbalanced_pair,l1_pair_triple_full,37,58,7-10-13,x7 x x10 x x13,3,False,0.08653392366042276
imbalanced_pair,l1_pair_triple_full,37,59,3-6-14,x3 x x6 x x14,3,False,0.08569840811067914
imbalanced_pair,l1_pair_triple_full,37,60,1-3-15,x1 x x3 x x15,3,False,0.08446203835303953
imbalanced_pair,l1_pair_triple_full,37,61,1-13,x1 x x13,2,False,0.08382241446152616
imbalanced_pair,l1_pair_triple_full,37,62,1-10-14,x1 x x10 x x14,3,False,0.08256163633349196
imbalanced_pair,l1_pair_triple_full,37,63,0-5-11,x0 x x5 x x11,3,False,0.08229890280925277
imbalanced_pair,l1_pair_triple_full,37,64,5-6-13,x5 x x6 x x13,3,False,0.08172237180809602
imbalanced_pair,l1_pair_triple_full,37,65,7-9-10,x7 x x9 x x10,3,False,0.0798446271609237
imbalanced_pair,l1_pair_triple_full,37,66,9-10-13,x9 x x10 x x13,3,False,0.07893153844370927
imbalanced_pair,l1_pair_triple_full,37,67,1-4,x1 x x4,2,False,0.07876999201491021
imbalanced_pair,l1_pair_triple_full,37,68,5-9-11,x5 x x9 x x11,3,False,0.0783020093619601
imbalanced_pair,l1_pair_triple_full,37,69,10-13-15,x10 x x13 x x15,3,False,0.07730142649282688
imbalanced_pair,l1_pair_triple_full,37,70,0-10-12,x0 x x10 x x12,3,False,0.07445477540198922
imbalanced_pair,l1_pair_triple_full,37,71,3-7-12,x3 x x7 x x12,3,False,0.07364046561165732
imbalanced_pair,l1_pair_triple_full,37,72,8-13-14,x8 x x13 x x14,3,False,0.0723960085943007
imbalanced_pair,l1_pair_triple_full,37,73,9-12-13,x9 x x12 x x13,3,False,0.07190847169549708
imbalanced_pair,l1_pair_triple_full,37,74,1-14-15,x1 x x14 x x15,3,False,0.07142855892499146
imbalanced_pair,l1_pair_triple_full,37,75,0-4-6,x0 x x4 x x6,3,False,0.07106629678096829
imbalanced_pair,l1_pair_triple_full,37,76,8-13-15,x8 x x13 x x15,3,False,0.07106165361033236
imbalanced_pair,l1_pair_triple_full,37,77,4-8-15,x4 x x8 x x15,3,False,0.06995013561888315
imbalanced_pair,l1_pair_triple_full,37,78,3-9-13,x3 x x9 x x13,3,False,0.0683216204526741
imbalanced_pair,l1_pair_triple_full,37,79,5-10,x5 x x10,2,False,0.06736663414184088
imbalanced_pair,l1_pair_triple_full,37,80,4-6-7,x4 x x6 x x7,3,False,0.06495772323513734
imbalanced_pair,l1_pair_triple_full,37,81,2-12-14,x2 x x12 x x14,3,False,0.06340415310299898
imbalanced_pair,l1_pair_triple_full,37,82,0-5,x0 x x5,2,False,0.06292146478251873
imbalanced_pair,l1_pair_triple_full,37,83,2-5-13,x2 x x5 x x13,3,False,0.06200349299694788
imbalanced_pair,l1_pair_triple_full,37,84,1-10-11,x1 x x10 x x11,3,False,0.06162817920233518
imbalanced_pair,l1_pair_triple_full,37,85,1-6,x1 x x6,2,False,0.06096637968366824
imbalanced_pair,l1_pair_triple_full,37,86,5-12,x5 x x12,2,False,0.0606866940578617
imbalanced_pair,l1_pair_triple_full,37,87,3-4-14,x3 x x4 x x14,3,False,0.059373756258593896
imbalanced_pair,l1_pair_triple_full,37,88,1-13-15,x1 x x13 x x15,3,False,0.059168027294433864
imbalanced_pair,l1_pair_triple_full,37,89,5-9-12,x5 x x9 x x12,3,False,0.058003809110307114
imbalanced_pair,l1_pair_triple_full,37,90,2-7-14,x2 x x7 x x14,3,False,0.05800054107730014
imbalanced_pair,l1_pair_triple_full,37,91,0-3-8,x0 x x3 x x8,3,False,0.057969271251904035
imbalanced_pair,l1_pair_triple_full,37,92,3-15,x3 x x15,2,False,0.05699154774023401
imbalanced_pair,l1_pair_triple_full,37,93,11-12,x11 x x12,2,False,0.055739523554370556
imbalanced_pair,l1_pair_triple_full,37,94,4-7,x4 x x7,2,False,0.055425052357668154
imbalanced_pair,l1_pair_triple_full,37,95,0-6-15,x0 x x6 x x15,3,False,0.055415999368397216
imbalanced_pair,l1_pair_triple_full,37,96,4-6-8,x4 x x6 x x8,3,False,0.0544493865005218
imbalanced_pair,l1_pair_triple_full,37,97,4-11-14,x4 x x11 x x14,3,False,0.054074294225478145
imbalanced_pair,l1_pair_triple_full,37,98,2-8-9,x2 x x8 x x9,3,False,0.054017387270023295
imbalanced_pair,l1_pair_triple_full,37,99,5-9-15,x5 x x9 x x15,3,False,0.05344428553489321
imbalanced_pair,l1_pair_triple_full,37,100,7-11-12,x7 x x11 x x12,3,False,0.053127929368900116
imbalanced_pair,shil_pair_triple_k8,37,1,0-1,x0 x x1,2,True,
imbalanced_pair,shil_pair_triple_k8,37,2,2-3,x2 x x3,2,True,
imbalanced_pair,shil_pair_triple_k8,37,3,4-5,x4 x x5,2,True,
imbalanced_pair,shil_pair_triple_k8,37,4,4-9-15,x4 x x9 x x15,3,False,
imbalanced_pair,shil_pair_triple_k8,37,5,5-7,x5 x x7,2,False,
imbalanced_pair,shil_pair_triple_k8,37,6,1-4-9,x1 x x4 x x9,3,False,
imbalanced_pair,shil_pair_triple_k8,37,7,4-7-10,x4 x x7 x x10,3,False,
imbalanced_pair,shil_pair_triple_k8,37,8,9-12-13,x9 x x12 x x13,3,False,
